shipment_id,date_arrivee_port,terminal,type_marchandise,volume_evp,volume_journalier_terminal,compagnie_transport,destination_finale,distance_corridor_km,jour_semaine,saison,statut_douane,temps_sejour_port_heures,temps_retour_conteneur_vide_heures,retard_corridor,cout_detention_estime_fcfa
CRI-00161,2024-01-17,Môle 1,Biens de consommation,2,332,Transporteur F,Kaédi (Mauritanie),460.5,Mercredi,sèche,dédouanement en cours,70.8,38.1,False,432057
CRI-00162,2024-01-17,Terminal à Conteneurs,Import général,1,344,Transporteur A,Dakar (local),20.1,Mercredi,sèche,dédouané avant arrivée,68.2,30.4,False,184019
CRI-00163,2024-01-17,Môle 1,Denrées alimentaires,1,354,Transporteur A,Dakar (local),19.8,Mercredi,sèche,dédouané avant arrivée,42.6,32.4,False,14749
CRI-00164,2024-01-17,Terminal à Conteneurs,Import général,2,343,Transporteur A,Kayes (Mali),967.4,Mercredi,sèche,dédouané avant arrivée,51.9,55.9,False,423045
CRI-00165,2024-01-17,Terminal à Conteneurs,Import général,1,333,Transporteur A,Touba,188.1,Mercredi,sèche,dédouané avant arrivée,81.6,64.8,False,484758
CRI-00166,2024-01-17,Terminal Roulier,Matériaux de construction,1,342,Transporteur E,Touba,192.4,Mercredi,sèche,dédouanement en cours,61.3,40.4,False,158045
CRI-00167,2024-01-17,Terminal Roulier,Denrées alimentaires,4,272,Transporteur G,Kayes (Mali),912.8,Mercredi,sèche,dédouané avant arrivée,48.1,44.4,False,564478
CRI-00168,2024-01-17,Terminal Roulier,Denrées alimentaires,1,315,Transporteur G,Dakar (local),20.1,Mercredi,sèche,dédouanement en cours,56.5,26.9,False,70139
CRI-00169,2024-01-17,Môle 3,Équipements industriels,1,337,Transporteur F,Thiès,74.4,Mercredi,sèche,dédouanement en cours,59.2,41.3,False,141466
CRI-00170,2024-01-17,Môle 1,Import général,1,350,Transporteur E,Kaédi (Mauritanie),455.3,Mercredi,sèche,dédouané avant arrivée,65.4,53.0,False,282387
CRI-00171,2024-01-18,Terminal à Conteneurs,Import général,1,293,Transporteur G,Kaédi (Mauritanie),456.8,Jeudi,sèche,dédouané avant arrivée,46.4,26.4,False,4986
CRI-00172,2024-01-18,Môle 3,Biens de consommation,1,372,Transporteur D,Kaolack,185.5,Jeudi,sèche,dédouanement en cours,98.5,62.6,False,549426
CRI-00173,2024-01-18,Terminal Roulier,Hydrocarbures,2,383,Transporteur C,Bamako (Mali),1208.6,Jeudi,sèche,dédouanement en cours,66.5,38.3,True,318472
CRI-00174,2024-01-18,Terminal Roulier,Équipements industriels,1,311,Transporteur indépendant,Bamako (Mali),1250.1,Jeudi,sèche,dédouané avant arrivée,54.0,36.6,True,115534
CRI-00175,2024-01-18,Môle 8,Import général,2,337,Transporteur indépendant,Dakar (local),19.2,Jeudi,sèche,dédouané avant arrivée,34.3,50.5,False,174349
CRI-00176,2024-01-18,Môle 1,Équipements industriels,1,301,Transporteur G,Touba,185.7,Jeudi,sèche,dédouané avant arrivée,69.0,46.9,False,239438
CRI-00177,2024-01-18,Môle 1,Hydrocarbures,1,322,Transporteur E,Dakar (local),19.4,Jeudi,sèche,dédouané avant arrivée,59.2,31.1,False,83983
CRI-00178,2024-01-18,Terminal à Conteneurs,Denrées alimentaires,1,304,Transporteur G,Touba,185.8,Jeudi,sèche,dédouané avant arrivée,60.8,29.7,False,110974
CRI-00179,2024-01-18,Môle 1,Matériaux de construction,1,403,Transporteur E,Bamako (Mali),1246.1,Jeudi,sèche,dédouané avant arrivée,73.1,49.7,True,322082
CRI-00180,2024-01-18,Terminal à Conteneurs,Biens de consommation,1,262,Transporteur G,Tambacounda,458.1,Jeudi,sèche,dédouané avant arrivée,72.2,26.0,False,129594
CRI-00181,2024-01-18,Terminal à Conteneurs,Import général,2,358,Transporteur G,Dakar (local),20.5,Jeudi,sèche,dédouané avant arrivée,78.8,47.9,False,665614
CRI-00182,2024-01-18,Terminal Roulier,Import général,2,314,Transporteur F,Dakar (local),19.7,Jeudi,sèche,dédouanement en cours,91.9,37.3,False,620022
CRI-00183,2024-01-19,Terminal Roulier,Biens de consommation,1,339,Transporteur E,Kaolack,201.0,Vendredi,sèche,dédouanement en cours,123.9,74.8,False,667035
CRI-00184,2024-01-19,Terminal à Conteneurs,Import général,1,354,Transporteur C,Dakar (local),20.0,Vendredi,sèche,bloqué (litige/documents),168.9,40.7,False,653932
CRI-00185,2024-01-19,Môle 1,Denrées alimentaires,1,314,Transporteur D,Ziguinchor,446.4,Vendredi,sèche,dédouané avant arrivée,80.7,21.8,False,207015
CRI-00186,2024-01-19,Terminal à Conteneurs,Équipements industriels,2,359,Transporteur B,Kaolack,196.8,Vendredi,sèche,dédouanement en cours,92.4,45.0,False,709956
CRI-00187,2024-01-19,Terminal Roulier,Matériaux de construction,2,343,Transporteur E,Kaédi (Mauritanie),462.5,Vendredi,sèche,bloqué (litige/documents),67.5,58.7,False,582945
CRI-00188,2024-01-19,Môle 3,Biens de consommation,1,292,Transporteur C,Kaolack,186.1,Vendredi,sèche,dédouané avant arrivée,65.8,21.5,False,78137
CRI-00189,2024-01-19,Terminal à Conteneurs,Import général,3,303,Transporteur F,Dakar (local),20.3,Vendredi,sèche,dédouanement en cours,84.0,56.3,False,1307066
CRI-00190,2024-01-19,Môle 1,Denrées alimentaires,2,394,Transporteur E,Bamako (Mali),1182.3,Vendredi,sèche,dédouanement en cours,93.8,73.5,True,1136341
CRI-00191,2024-01-19,Môle 3,Matériaux de construction,3,335,Transporteur E,Kaolack,194.6,Vendredi,sèche,dédouanement en cours,93.5,35.7,False,798035
CRI-00192,2024-01-19,Môle 1,Hydrocarbures,1,298,Transporteur D,Bamako (Mali),1244.5,Vendredi,sèche,dédouanement en cours,68.2,49.8,True,214759
CRI-00193,2024-01-19,Terminal à Conteneurs,Matériaux de construction,2,301,Transporteur C,Dakar (local),19.7,Vendredi,sèche,dédouanement en cours,56.9,48.9,False,316016
CRI-00194,2024-01-20,Môle 3,Import général,2,297,Transporteur F,Dakar (local),19.3,Samedi,sèche,dédouané avant arrivée,56.7,38.4,False,275037
CRI-00195,2024-01-20,Môle 1,Import général,3,316,Transporteur B,Touba,194.6,Samedi,sèche,dédouané avant arrivée,62.9,52.9,False,728568
CRI-00196,2024-01-20,Môle 1,Import général,1,350,Transporteur C,Bamako (Mali),1218.4,Samedi,sèche,bloqué (litige/documents),127.3,31.9,True,511992
CRI-00197,2024-01-20,Terminal Roulier,Import général,2,347,Transporteur G,Bamako (Mali),1281.1,Samedi,sèche,dédouané avant arrivée,61.9,55.1,True,448846
CRI-00198,2024-01-20,Terminal Roulier,Matériaux de construction,1,334,Transporteur G,Tambacounda,451.1,Samedi,sèche,dédouanement en cours,81.1,48.9,False,380221
CRI-00199,2024-01-20,Terminal à Conteneurs,Hydrocarbures,1,396,Transporteur D,Kaolack,188.0,Samedi,sèche,dédouané avant arrivée,85.4,56.4,False,332452
CRI-00200,2024-01-20,Môle 8,Équipements industriels,1,357,Transporteur G,Dakar (local),20.1,Samedi,sèche,dédouané avant arrivée,71.6,31.3,False,163836
CRI-00201,2024-01-20,Terminal à Conteneurs,Import général,3,357,Transporteur G,Bamako (Mali),1230.6,Samedi,sèche,bloqué (litige/documents),167.5,50.7,False,2674944
CRI-00202,2024-01-20,Terminal Roulier,Hydrocarbures,1,346,Transporteur B,Dakar (local),19.6,Samedi,sèche,bloqué (litige/documents),142.2,41.9,False,528401
CRI-00203,2024-01-20,Terminal à Conteneurs,Denrées alimentaires,1,445,Transporteur B,Dakar (local),20.7,Samedi,sèche,dédouanement en cours,114.1,69.1,False,598327
CRI-00204,2024-01-20,Môle 8,Biens de consommation,1,228,Transporteur indépendant,Tambacounda,486.2,Samedi,sèche,dédouané avant arrivée,50.7,15.6,True,0
CRI-00205,2024-01-20,Terminal Roulier,Import général,2,260,Transporteur G,Kayes (Mali),961.2,Samedi,sèche,dédouanement en cours,75.6,32.6,False,438348
CRI-00206,2024-01-21,Terminal Roulier,Matériaux de construction,1,261,Transporteur G,Kaolack,195.7,Dimanche,sèche,dédouanement en cours,69.9,27.6,False,118730
CRI-00207,2024-01-21,Môle 1,Import général,2,257,Transporteur E,Bamako (Mali),1234.0,Dimanche,sèche,dédouané avant arrivée,39.1,30.1,False,0
CRI-00208,2024-01-21,Terminal à Conteneurs,Import général,2,303,Transporteur G,Thiès,69.3,Dimanche,sèche,dédouanement en cours,101.4,75.7,False,996555
CRI-00209,2024-01-21,Môle 1,Denrées alimentaires,1,199,Transporteur E,Kaolack,184.3,Dimanche,sèche,dédouanement en cours,65.4,22.0,False,99358
CRI-00210,2024-01-21,Terminal Roulier,Import général,1,335,Transporteur C,Dakar (local),20.6,Dimanche,sèche,dédouanement en cours,75.5,42.5,False,280868
CRI-00211,2024-01-21,Môle 3,Denrées alimentaires,2,203,Transporteur B,Bamako (Mali),1221.2,Dimanche,sèche,dédouanement en cours,52.6,34.3,False,179717
CRI-00212,2024-01-21,Môle 3,Import général,1,280,Transporteur B,Thiès,71.8,Dimanche,sèche,bloqué (litige/documents),66.3,34.9,False,137750
CRI-00213,2024-01-21,Môle 3,Denrées alimentaires,2,291,Transporteur C,Dakar (local),20.2,Dimanche,sèche,dédouanement en cours,78.8,68.0,False,971126
CRI-00214,2024-01-21,Terminal Roulier,Matériaux de construction,2,307,Transporteur A,Thiès,69.9,Dimanche,sèche,bloqué (litige/documents),213.1,40.8,False,2362807
CRI-00215,2024-01-22,Terminal Roulier,Import général,1,380,Transporteur G,Dakar (local),21.1,Lundi,sèche,dédouanement en cours,62.4,67.9,False,407351
CRI-00216,2024-01-22,Terminal à Conteneurs,Import général,1,346,Transporteur C,Tambacounda,459.1,Lundi,sèche,dédouané avant arrivée,48.7,54.6,False,204872
CRI-00217,2024-01-22,Terminal à Conteneurs,Import général,2,347,Transporteur indépendant,Kaolack,192.7,Lundi,sèche,dédouanement en cours,91.6,47.7,False,631063
CRI-00218,2024-01-22,Terminal à Conteneurs,Import général,1,375,Transporteur C,Touba,192.9,Lundi,sèche,dédouanement en cours,149.7,38.7,False,636010
CRI-00219,2024-01-22,Môle 1,Équipements industriels,4,355,Transporteur C,Thiès,69.9,Lundi,sèche,dédouané avant arrivée,52.6,52.1,False,807554
CRI-00220,2024-01-22,Terminal à Conteneurs,Denrées alimentaires,4,461,Transporteur C,Touba,193.7,Lundi,sèche,dédouanement en cours,69.0,74.2,True,1861580
CRI-00221,2024-01-22,Môle 8,Denrées alimentaires,1,449,Transporteur E,Tambacounda,476.8,Lundi,sèche,dédouanement en cours,80.3,65.2,True,459879
CRI-00222,2024-01-22,Môle 3,Import général,1,401,Transporteur A,Dakar (local),19.6,Lundi,sèche,dédouanement en cours,111.3,44.0,False,549321
CRI-00223,2024-01-22,Terminal à Conteneurs,Import général,3,466,Transporteur A,Dakar (local),20.5,Lundi,sèche,dédouané avant arrivée,67.2,58.7,False,817739
CRI-00224,2024-01-22,Môle 1,Import général,2,413,Transporteur D,Ziguinchor,442.5,Lundi,sèche,dédouané avant arrivée,67.4,47.3,False,501250
CRI-00225,2024-01-22,Terminal à Conteneurs,Import général,1,457,Transporteur B,Dakar (local),20.3,Lundi,sèche,bloqué (litige/documents),134.7,51.5,False,762625
CRI-00226,2024-01-23,Terminal à Conteneurs,Import général,1,336,Transporteur G,Kayes (Mali),966.9,Mardi,sèche,dédouané avant arrivée,63.7,38.9,False,143293
CRI-00227,2024-01-23,Terminal à Conteneurs,Import général,2,340,Transporteur F,Dakar (local),19.1,Mardi,sèche,dédouanement en cours,102.1,56.3,False,1043779
CRI-00228,2024-01-23,Terminal Roulier,Denrées alimentaires,1,286,Transporteur G,Tambacounda,467.1,Mardi,sèche,dédouané avant arrivée,37.0,21.7,False,0
CRI-00229,2024-01-23,Terminal à Conteneurs,Denrées alimentaires,2,468,Transporteur D,Dakar (local),19.9,Mardi,sèche,bloqué (litige/documents),148.6,54.6,False,1181029
CRI-00230,2024-01-23,Terminal à Conteneurs,Hydrocarbures,1,374,Transporteur C,Dakar (local),20.9,Mardi,sèche,dédouané avant arrivée,58.3,17.4,False,23107
CRI-00231,2024-01-23,Terminal à Conteneurs,Import général,4,402,Transporteur B,Dakar (local),19.8,Mardi,sèche,dédouané avant arrivée,67.6,53.6,False,1264134
CRI-00232,2024-01-23,Terminal Roulier,Hydrocarbures,2,434,Transporteur D,Bamako (Mali),1168.0,Mardi,sèche,dédouané avant arrivée,76.3,68.0,True,987334
CRI-00233,2024-01-23,Môle 3,Denrées alimentaires,2,347,Transporteur F,Kayes (Mali),947.3,Mardi,sèche,dédouanement en cours,49.0,26.6,False,40201
CRI-00234,2024-01-23,Terminal Roulier,Hydrocarbures,1,433,Transporteur E,Kaolack,192.2,Mardi,sèche,dédouané avant arrivée,55.8,64.5,False,304232
CRI-00235,2024-01-23,Môle 3,Matériaux de construction,2,390,Transporteur E,Dakar (local),20.5,Mardi,sèche,dédouané avant arrivée,58.9,42.2,False,335995
CRI-00236,2024-01-23,Terminal à Conteneurs,Matériaux de construction,1,423,Transporteur D,Thiès,68.9,Mardi,sèche,dédouanement en cours,87.6,54.3,False,341495
CRI-00237,2024-01-24,Môle 3,Import général,1,368,Transporteur C,Touba,182.4,Mercredi,sèche,dédouané avant arrivée,60.2,86.1,False,414984
CRI-00238,2024-01-24,Môle 1,Biens de consommation,1,308,Transporteur E,Kaolack,182.2,Mercredi,sèche,dédouané avant arrivée,63.0,30.9,False,100285
CRI-00239,2024-01-24,Terminal à Conteneurs,Import général,3,320,Transporteur B,Ziguinchor,463.5,Mercredi,sèche,dédouanement en cours,56.8,69.7,False,1001299
CRI-00240,2024-01-24,Môle 1,Import général,3,442,Transporteur D,Dakar (local),20.1,Mercredi,sèche,dédouanement en cours,98.0,34.0,False,822367
CRI-00241,2024-01-24,Terminal à Conteneurs,Matériaux de construction,1,424,Transporteur F,Dakar (local),19.1,Mercredi,sèche,dédouanement en cours,119.6,50.3,False,645366
CRI-00242,2024-01-24,Môle 1,Équipements industriels,1,372,Transporteur B,Kayes (Mali),991.3,Mercredi,sèche,bloqué (litige/documents),130.3,45.8,False,636184
CRI-00243,2024-01-24,Terminal Roulier,Import général,1,314,Transporteur C,Tambacounda,461.0,Mercredi,sèche,dédouané avant arrivée,49.1,75.7,False,349245
CRI-00244,2024-01-24,Terminal à Conteneurs,Hydrocarbures,1,382,Transporteur F,Tambacounda,492.8,Mercredi,sèche,dédouanement en cours,94.5,46.5,True,413805
CRI-00245,2024-01-24,Môle 8,Matériaux de construction,1,329,Transporteur A,Thiès,70.7,Mercredi,sèche,dédouanement en cours,29.6,42.1,False,0
CRI-00246,2024-01-25,Terminal Roulier,Biens de consommation,3,383,Transporteur indépendant,Touba,188.7,Jeudi,sèche,dédouanement en cours,99.6,44.2,False,1202467
CRI-00247,2024-01-25,Môle 1,Denrées alimentaires,3,365,Transporteur E,Tambacounda,491.0,Jeudi,sèche,dédouanement en cours,71.7,24.7,False,367835
CRI-00248,2024-01-25,Môle 3,Biens de consommation,1,316,Transporteur C,Ziguinchor,463.4,Jeudi,sèche,dédouané avant arrivée,65.0,40.1,False,207047
CRI-00249,2024-01-25,Môle 3,Hydrocarbures,1,403,Transporteur B,Kayes (Mali),941.5,Jeudi,sèche,bloqué (litige/documents),99.7,50.3,False,468080
CRI-00250,2024-01-25,Môle 8,Import général,2,335,Transporteur B,Bamako (Mali),1200.6,Jeudi,sèche,dédouané avant arrivée,54.2,62.4,True,447442
CRI-00251,2024-01-25,Terminal à Conteneurs,Import général,2,321,Transporteur E,Touba,195.7,Jeudi,sèche,dédouané avant arrivée,68.7,40.9,False,437736
CRI-00252,2024-01-25,Môle 8,Import général,1,361,Transporteur E,Dakar (local),20.3,Jeudi,sèche,dédouanement en cours,73.7,51.1,False,316823
CRI-00253,2024-01-25,Môle 1,Import général,3,337,Transporteur F,Tambacounda,439.6,Jeudi,sèche,dédouanement en cours,86.4,46.7,False,1138163
CRI-00254,2024-01-25,Terminal à Conteneurs,Import général,1,345,Transporteur indépendant,Thiès,68.8,Jeudi,sèche,dédouanement en cours,40.1,45.0,False,83150
CRI-00255,2024-01-25,Terminal à Conteneurs,Matériaux de construction,3,312,Transporteur E,Thiès,66.6,Jeudi,sèche,dédouanement en cours,62.6,23.2,False,192197
CRI-00256,2024-01-25,Môle 1,Import général,1,354,Transporteur indépendant,Bamako (Mali),1200.5,Jeudi,sèche,dédouanement en cours,98.0,40.7,True,303205
CRI-00257,2024-01-25,Terminal à Conteneurs,Matériaux de construction,2,447,Transporteur A,Dakar (local),20.9,Jeudi,sèche,dédouané avant arrivée,39.2,27.7,False,0
CRI-00258,2024-01-25,Môle 8,Import général,3,343,Transporteur A,Dakar (local),19.4,Jeudi,sèche,dédouanement en cours,81.0,53.2,False,1059486
CRI-00259,2024-01-25,Môle 3,Import général,1,427,Transporteur C,Ziguinchor,459.9,Jeudi,sèche,dédouané avant arrivée,73.8,53.8,False,388061
CRI-00260,2024-01-26,Terminal à Conteneurs,Denrées alimentaires,1,301,Transporteur A,Dakar (local),19.7,Vendredi,sèche,dédouanement en cours,55.8,19.7,False,18143
CRI-00261,2024-01-26,Terminal à Conteneurs,Matériaux de construction,2,326,Transporteur C,Thiès,74.4,Vendredi,sèche,dédouanement en cours,60.5,40.3,False,385009
CRI-00262,2024-01-26,Môle 1,Denrées alimentaires,1,421,Transporteur B,Ziguinchor,459.7,Vendredi,sèche,dédouanement en cours,62.2,31.4,False,126065
CRI-00263,2024-01-26,Môle 3,Denrées alimentaires,2,332,Transporteur D,Touba,190.4,Vendredi,sèche,bloqué (litige/documents),67.8,64.4,False,618895
CRI-00264,2024-01-26,Terminal Roulier,Biens de consommation,1,340,Transporteur indépendant,Thiès,73.1,Vendredi,sèche,dédouané avant arrivée,32.7,39.1,False,0
CRI-00265,2024-01-26,Terminal à Conteneurs,Import général,2,405,Transporteur A,Dakar (local),20.5,Vendredi,sèche,dédouané avant arrivée,66.9,48.8,False,609526
CRI-00266,2024-01-26,Môle 1,Biens de consommation,1,342,Transporteur B,Thiès,69.3,Vendredi,sèche,dédouané avant arrivée,55.2,44.9,False,167499
CRI-00267,2024-01-27,Môle 3,Matériaux de construction,1,395,Transporteur B,Kayes (Mali),914.8,Samedi,sèche,dédouané avant arrivée,122.8,62.0,False,738210
CRI-00268,2024-01-27,Terminal à Conteneurs,Matériaux de construction,1,271,Transporteur G,Dakar (local),19.9,Samedi,sèche,bloqué (litige/documents),86.5,60.8,False,437060
CRI-00269,2024-01-27,Môle 3,Équipements industriels,2,341,Transporteur F,Touba,183.8,Samedi,sèche,dédouané avant arrivée,29.2,56.8,False,139570
CRI-00270,2024-01-27,Terminal à Conteneurs,Denrées alimentaires,1,402,Transporteur indépendant,Touba,186.8,Samedi,sèche,dédouané avant arrivée,52.1,39.7,False,133073
CRI-00271,2024-01-27,Môle 8,Import général,1,263,Transporteur C,Ziguinchor,453.0,Samedi,sèche,dédouanement en cours,86.3,37.4,False,268526
CRI-00272,2024-01-27,Terminal à Conteneurs,Hydrocarbures,2,394,Transporteur E,Thiès,73.3,Samedi,sèche,bloqué (litige/documents),177.6,32.4,False,1659647
CRI-00273,2024-01-27,Terminal à Conteneurs,Biens de consommation,1,369,Transporteur D,Kaédi (Mauritanie),469.6,Samedi,sèche,dédouanement en cours,57.0,31.1,False,89092
CRI-00274,2024-01-27,Môle 1,Denrées alimentaires,1,345,Transporteur G,Thiès,70.0,Samedi,sèche,dédouanement en cours,83.8,64.7,False,531019
CRI-00275,2024-01-27,Môle 3,Biens de consommation,1,327,Transporteur C,Kaédi (Mauritanie),453.8,Samedi,sèche,dédouané avant arrivée,63.5,22.7,False,88129
CRI-00276,2024-01-27,Terminal à Conteneurs,Hydrocarbures,3,349,Transporteur A,Touba,191.6,Samedi,sèche,dédouanement en cours,74.7,74.6,False,1572698
CRI-00277,2024-01-27,Terminal à Conteneurs,Matériaux de construction,2,320,Transporteur C,Touba,195.0,Samedi,sèche,dédouané avant arrivée,56.4,24.7,False,100488
CRI-00278,2024-01-27,Terminal à Conteneurs,Hydrocarbures,1,316,Transporteur D,Kaolack,199.6,Samedi,sèche,dédouané avant arrivée,53.7,57.2,False,257318
CRI-00279,2024-01-28,Môle 3,Matériaux de construction,2,300,Transporteur indépendant,Tambacounda,466.5,Dimanche,sèche,dédouanement en cours,75.0,32.9,False,482172
CRI-00280,2024-01-28,Môle 1,Équipements industriels,1,247,Transporteur B,Bamako (Mali),1211.2,Dimanche,sèche,dédouané avant arrivée,32.5,33.6,False,0
CRI-00281,2024-01-28,Terminal Roulier,Matériaux de construction,3,205,Transporteur G,Touba,192.4,Dimanche,sèche,dédouanement en cours,54.7,14.9,False,0
CRI-00282,2024-01-28,Terminal Roulier,Denrées alimentaires,1,253,Transporteur E,Dakar (local),19.9,Dimanche,sèche,bloqué (litige/documents),98.6,22.0,False,292166
CRI-00283,2024-01-28,Môle 1,Import général,4,252,Transporteur E,Ziguinchor,429.5,Dimanche,sèche,dédouané avant arrivée,41.9,44.1,False,268226
